file,winner,F1,F2,F3,edit
m36ae,13,13,13,13,0
m36ah,14,14,14,14,0
m36aw,13,13,13,13,0
m36eh,15,15,15,15,0
m36ei,12,12,12,12,0
m36er,8,8,8,8,0
m36ih,12,12,12,12,0
m36iy,14,14,14,14,0
m36oa,4,4,4,4,0
m36oo,8,8,8,8,0
m36uh,12,12,12,12,0
m36uw,8,8,8,8,0
m37ae,12,12,12,12,0
m37ah,16,16,16,16,0
m37aw,4,4,4,4,0
m37eh,7,7,7,7,0
m37ei,7,7,7,7,0
m37er,2,2,2,2,0
m37ih,8,8,8,8,0
m37iy,7,7,7,7,0
m37oa,4,4,4,4,0
m37oo,8,8,8,8,0
m37uh,8,8,8,8,0
m37uw,5,5,5,5,0
m38ae,15,15,15,14,0
m38ah,14,14,14,14,0
m38aw,10,10,10,10,0
m38eh,6,6,6,6,0
m38ei,13,13,13,13,0
m38er,8,8,8,8,0
m38ih,12,12,12,12,0
m38iy,12,12,12,12,0
m38oa,9,9,9,9,0
m38oo,12,12,12,12,0
m38uh,8,8,8,8,0
m38uw,9,9,9,9,0
m39ae,10,10,10,10,0
m39ah,5,5,5,5,0
m39aw,6,6,6,6,0
m39eh,6,6,6,6,0
m39ei,14,14,14,14,0
m39er,1,1,1,1,0
m39ih,8,8,8,8,0
m39iy,8,8,8,8,0
m39oa,3,3,3,3,0
m39oo,1,1,1,1,0
m39uh,12,12,12,12,0
m39uw,1,1,1,1,0
m40ae,11,11,11,11,0
m40ah,3,3,3,3,0
m40aw,6,6,6,6,0
m40eh,10,10,10,10,0
m40ei,8,8,8,8,0
m40er,4,4,4,4,0
m40ih,10,10,10,10,0
m40iy,12,12,12,12,0
m40oa,4,4,4,4,0
m40oo,8,8,8,8,0
m40uh,4,4,4,4,0
m40uw,3,3,3,3,0
m41ae,14,14,14,14,0
m41ah,13,13,13,13,0
m41aw,10,10,10,10,0
m41eh,12,12,12,12,0
m41ei,8,8,8,8,0
m41er,1,1,1,1,0
m41ih,8,8,8,8,0
m41iy,8,8,8,8,0
m41oa,3,3,3,3,0
m41oo,8,8,8,8,0
m41uh,8,8,8,8,0
m41uw,4,4,4,4,0
m42ae,10,10,17,10,0
m42ah,12,12,12,12,0
m42aw,4,4,4,4,0
m42eh,5,5,5,5,0
m42ei,11,11,11,11,0
m42er,8,8,8,8,0
m42ih,7,7,7,7,0
m42iy,8,8,8,8,0
m42oa,3,3,3,3,0
m42oo,8,8,8,8,0
m42uh,7,7,7,7,0
m42uw,9,9,9,9,0
m44ae,15,15,15,15,0
m44ah,16,16,16,16,0
m44aw,11,11,11,11,0
m44eh,15,15,15,15,0
m44ei,12,12,12,12,0
m44er,4,4,4,4,0
m44ih,12,12,12,12,0
m44iy,10,10,10,10,0
m44oa,9,9,9,9,0
m44oo,6,6,6,6,0
m44uh,12,12,12,12,0
m44uw,4,4,4,4,0
m45ae,10,10,10,18,0
m45ah,5,5,5,5,0
m45aw,9,9,9,9,0
m45eh,8,8,8,8,0
m45ei,14,14,14,14,0
m45er,3,3,3,3,0
m45ih,10,10,10,10,0
m45iy,16,16,16,16,0
m45oa,4,4,4,4,0
m45oo,1,1,1,1,0
m45uh,8,8,8,8,0
m45uw,1,1,1,1,0
m47ae,10,10,10,10,0
m47ah,11,11,11,11,0
m47aw,7,7,7,7,0
m47eh,9,9,9,9,0
m47ei,10,10,10,10,0
m47er,4,4,4,4,0
m47ih,8,8,8,8,0
m47iy,8,8,8,8,0
m47oa,8,8,8,8,0
m47oo,4,4,4,4,0
m47uh,8,8,8,8,0
m47uw,4,4,4,4,0
m48ae,5,5,5,5,0
m48ah,10,10,10,10,0
m48aw,3,3,3,3,0
m48eh,5,5,5,5,0
m48ei,4,4,4,4,0
m48er,4,4,4,4,0
m48ih,4,4,4,4,0
m48iy,14,14,14,14,0
m48oa,4,4,4,4,0
m48oo,3,3,3,3,0
m48uh,4,4,4,4,0
m48uw,4,4,4,4,0
m49ae,15,15,15,15,0
m49ah,8,8,8,8,0
m49aw,4,4,4,4,0
m49eh,8,8,8,8,0
m49ei,4,4,4,4,0
m49er,8,8,8,8,0
m49ih,9,9,9,9,0
m49iy,14,14,14,14,0
m49oa,1,1,1,1,0
m49oo,8,8,8,8,0
m49uh,2,2,2,2,0
m49uw,4,4,4,4,0
m50ae,14,14,14,14,0
m50ah,14,14,14,14,0
m50aw,6,6,6,6,0
m50eh,11,11,11,11,0
m50ei,14,14,14,14,0
m50er,8,8,8,8,0
m50ih,9,9,9,9,0
m50iy,14,14,14,14,0
m50oa,3,3,3,3,0
m50oo,8,8,8,8,0
m50uh,4,4,4,4,0
m50uw,8,8,8,8,0
w01ae,16,16,16,16,0
w01ah,17,17,17,17,0
w01aw,10,10,10,10,0
w01eh,15,15,15,15,0
w01ei,14,14,14,14,0
w01er,8,8,8,8,0
w01ih,14,14,14,14,0
w01iy,16,16,16,16,0
w01oa,19,19,19,19,0
w01oo,9,9,9,9,0
w01uh,12,12,12,12,0
w01uw,14,14,14,14,0
w02ae,14,14,14,14,0
w02ah,11,11,11,11,0
w02aw,12,12,12,12,0
w02eh,14,14,14,14,0
w02ei,14,14,14,14,0
w02er,5,5,5,5,0
w02ih,14,14,14,14,0
w02iy,16,16,16,16,0
w02oa,12,12,12,12,0
w02oo,6,6,6,6,0
w02uh,12,12,12,12,0
w02uw,6,6,6,6,0
w03ae,11,11,11,11,0
w03ah,18,18,18,18,0
w03aw,8,8,8,8,0
w03eh,10,10,10,10,0
w03ei,12,12,12,12,0
w03er,5,5,5,5,0
w03ih,14,14,14,14,0
w03iy,16,16,16,16,0
w03oa,9,9,9,9,0
w03oo,8,8,8,8,0
w03uh,13,13,13,13,0
w03uw,6,6,6,6,0
w04ae,15,15,15,15,0
w04ah,16,16,16,16,0
w04aw,11,11,11,11,0
w04eh,13,13,13,13,0
w04ei,14,14,14,14,0
w04er,5,5,5,5,0
w04ih,14,14,14,14,0
w04iy,17,17,17,17,0
w04oa,8,8,8,8,0
w04oo,8,8,8,8,0
w04uh,16,16,16,16,0
w04uw,6,6,6,6,0
w05ae,15,15,15,15,0
w05ah,13,13,13,13,0
w05aw,16,16,16,16,0
w05eh,16,16,16,16,0
w05ei,14,14,14,14,0
w05er,15,15,15,15,0
w05ih,14,14,14,14,0
w05iy,13,13,13,13,0
w05oa,12,12,12,12,0
w05oo,16,16,16,16,0
w05uh,12,12,12,12,0
w05uw,16,16,16,16,0
w06ae,16,16,16,16,0
w06ah,14,14,14,14,0
w06aw,13,13,13,13,0
w06eh,16,16,16,16,0
w06ei,16,16,16,16,0
w06er,8,8,8,8,0
w06ih,16,16,16,16,0
w06iy,16,16,16,16,0
w06oa,12,12,12,12,0
w06oo,13,13,13,13,0
w06uh,16,16,16,16,0
w06uw,12,12,12,12,0
w07ae,16,16,16,16,0
w07ah,16,16,16,16,0
w07aw,11,11,17,11,0
w07eh,13,13,13,13,0
w07ei,16,16,16,16,0
w07er,12,12,12,12,0
w07ih,13,13,13,13,0
w07iy,15,15,15,15,0
w07oa,7,7,7,7,0
w07oo,8,8,8,8,0
w07uh,8,8,8,8,0
w07uw,12,12,12,12,0
w08ae,14,14,14,14,0
w08ah,17,17,17,17,0
w08aw,20,20,20,20,0
w08eh,18,18,18,18,0
w08ei,12,12,12,12,0
w08er,12,12,12,12,0
w08ih,16,16,16,16,0
w08iy,15,15,15,15,0
w08oa,16,16,16,16,0
w08oo,12,12,12,12,0
w08uh,12,12,12,12,0
w08uw,12,12,12,12,0
w09ae,16,16,16,16,0
w09ah,18,18,18,18,0
w09aw,11,11,11,11,0
w09eh,17,17,17,17,0
w09ei,20,20,20,20,0
w09er,14,14,14,14,0
w09ih,16,16,16,16,0
w09iy,14,14,14,14,0
w09oa,8,8,8,8,0
w09oo,12,12,12,12,0
w09uh,12,12,12,12,0
w09uw,8,8,8,8,0
w10ae,16,16,16,16,0
w10ah,10,10,10,10,0
w10aw,12,12,12,12,0
w10eh,17,17,17,17,0
w10ei,18,18,18,18,0
w10er,11,11,11,11,0
w10ih,16,16,16,16,0
w10iy,16,16,16,16,0
w10oa,12,12,12,12,0
w10oo,14,14,14,14,0
w10uh,15,15,15,15,0
w10uw,16,16,16,16,0
w11ae,14,14,14,14,0
w11ah,9,9,9,9,0
w11aw,13,13,13,13,0
w11eh,11,11,11,11,0
w11ei,10,10,10,10,0
w11er,8,8,8,8,0
w11ih,16,16,16,16,0
w11iy,16,16,16,16,0
w11oa,8,8,8,8,0
w11oo,8,8,8,8,0
w11uh,8,8,8,8,0
w11uw,12,12,12,12,0
w12ae,15,15,15,15,0
w12ah,18,18,18,18,0
w12aw,9,9,9,9,0
w12eh,16,16,16,16,0
w12ei,14,14,14,14,0
w12er,8,8,8,8,0
w12ih,16,16,16,16,0
w12iy,13,13,13,13,0
w12oa,12,12,12,12,0
w12oo,12,12,12,12,0
w12uh,10,10,10,10,0
w12uw,12,12,12,12,0
w13ae,16,16,16,16,0
w13ah,17,17,17,17,0
w13aw,17,17,17,17,0
w13eh,17,17,17,17,0
w13ei,16,16,16,16,0
w13er,16,16,16,16,0
w13ih,16,16,16,16,0
w13iy,16,16,16,16,0
w13oa,10,10,10,10,0
w13oo,16,16,16,16,0
w13uh,15,15,15,15,0
w13uw,8,8,8,8,0
w14ae,16,16,16,16,0
w14ah,16,16,16,16,0
w14aw,16,16,16,16,0
w14eh,16,16,16,16,0
w14ei,12,12,12,12,0
w14er,5,5,5,5,0
w14ih,12,12,12,12,0
w14iy,16,16,16,16,0
w14oa,12,12,12,12,0
w14oo,12,12,12,12,0
w14uh,8,8,8,8,0
w14uw,8,8,8,8,0
w15ae,16,16,16,16,0
w15ah,10,10,10,10,0
w15aw,14,14,14,14,0
w15eh,12,12,12,12,0
w15ei,16,16,16,16,0
w15er,8,8,8,8,0
w15ih,16,16,16,16,0
w15iy,16,16,16,16,0
w15oa,12,12,12,12,0
w15oo,16,16,16,16,0
w15uh,12,12,12,12,0
w15uw,8,8,8,8,0
w16ae,16,16,16,16,0
w16ah,15,15,15,15,0
w16aw,13,13,13,13,0
w16eh,18,18,18,18,0
w16ei,12,12,12,12,0
w16er,12,12,12,12,0
w16ih,12,12,12,12,0
w16iy,18,18,18,18,0
w16oa,12,12,12,12,0
w16oo,12,12,12,12,0
w16uh,13,13,13,13,0
w16uw,10,10,10,10,0
w17ae,10,10,10,10,0
w17ah,16,16,16,16,0
w17aw,14,14,14,14,0
w17eh,14,14,14,14,0
w17ei,17,17,17,17,0
w17er,10,10,10,10,0
w17ih,8,8,8,8,0
w17iy,16,16,16,16,0
w17oa,14,14,14,14,0
w17oo,16,16,16,16,0
w17uh,13,13,13,13,0
w17uw,11,11,11,15,0
w19ae,16,16,16,16,0
w19ah,13,13,13,13,0
w19aw,16,16,12,16,0
w19eh,13,13,13,13,0
w19ei,16,16,16,16,0
w19er,12,12,12,12,0
w19ih,10,10,10,10,0
w19iy,14,14,14,14,0
w19oa,9,9,9,9,0
w19oo,12,12,12,12,0
w19uh,12,12,12,12,0
w19uw,8,8,8,8,0
w20ae,7,7,7,7,0
w20ah,15,15,15,15,0
w20aw,5,5,5,5,0
w20eh,12,12,12,12,0
w20ei,14,14,14,14,0
w20er,12,12,12,12,0
w20ih,5,5,5,5,0
w20iy,8,8,8,8,0
w20oa,4,4,4,4,0
w20oo,6,6,6,6,0
w20uh,13,13,13,13,0
w20uw,3,3,3,3,0
w21ae,16,16,16,16,0
w21ah,14,14,14,14,0
w21aw,13,13,13,13,0
w21eh,15,15,15,15,0
w21ei,14,14,14,14,0
w21er,10,10,10,10,0
w21ih,12,12,12,12,0
w21iy,12,12,12,12,0
w21oa,10,10,10,10,0
w21oo,8,8,8,8,0
w21uh,15,15,15,15,0
w21uw,4,4,4,4,0
w22ae,15,15,15,15,0
w22ah,14,14,14,14,0
w22aw,11,11,11,11,0
w22eh,17,17,17,17,0
w22ei,16,16,16,16,0
w22er,8,8,8,8,0
w22ih,12,12,12,12,0
w22iy,12,12,12,12,0
w22oa,12,12,12,12,0
w22oo,12,12,12,12,0
w22uh,12,12,12,12,0
w22uw,12,12,12,12,0
w23ae,13,13,13,13,0
w23ah,16,16,16,16,0
w23aw,16,16,16,16,0
w23eh,10,10,10,10,0
w23ei,8,8,8,8,0
w23er,10,10,10,10,0
w23ih,16,16,16,16,0
w23iy,12,12,12,12,0
w23oa,6,6,6,6,0
w23oo,12,12,12,12,0
w23uh,12,12,12,12,0
w23uw,8,8,8,8,0
w24ae,16,16,16,16,0
w24ah,13,13,13,13,0
w24aw,11,11,11,11,0
w24eh,17,17,17,17,0
w24ei,14,14,14,14,0
w24er,8,8,8,8,0
w24ih,16,16,16,16,0
w24iy,16,16,16,16,0
w24oa,8,8,8,8,0
w24oo,12,12,12,12,0
w24uh,13,13,13,13,0
w24uw,8,8,8,8,0
w25ae,15,15,15,15,0
w25ah,14,14,14,14,0
w25aw,10,10,10,10,0
w25eh,16,16,16,16,0
w25ei,12,12,12,12,0
w25er,8,8,8,8,0
w25ih,14,14,14,14,0
w25iy,16,16,16,16,0
w25oa,8,8,8,8,0
w25oo,11,11,11,11,0
w25uh,12,12,12,12,0
w25uw,9,9,9,9,0
w26ae,16,16,16,16,0
w26ah,14,14,14,14,0
w26aw,12,12,12,12,0
w26eh,13,13,13,13,0
w26ei,14,14,14,14,0
w26er,10,10,10,10,0
w26ih,16,16,16,16,0
w26iy,16,16,16,16,0
w26oa,8,8,8,8,0
w26oo,12,12,12,12,0
w26uh,16,16,16,16,0
w26uw,9,9,9,9,0
w27ae,4,4,4,4,0
w27ah,14,14,14,14,0
w27aw,12,12,12,12,0
w27eh,16,16,16,16,0
w27ei,12,12,12,12,0
w27er,10,10,10,10,0
w27ih,16,16,16,16,0
w27iy,15,15,15,15,0
w27oa,8,8,8,8,0
w27oo,12,12,12,12,0
w27uh,13,13,13,13,0
w27uw,8,8,8,8,0
w28ae,14,14,14,14,0
w28ah,16,16,16,16,0
w28aw,14,14,14,14,0
w28eh,14,14,14,14,0
w28ei,14,14,14,14,0
w28er,11,11,11,11,0
w28ih,12,12,12,12,0
w28iy,17,17,17,17,0
w28oa,8,8,8,8,0
w28oo,14,14,14,14,0
w28uh,12,12,12,12,0
w28uw,12,12,12,12,0
w29ae,19,19,19,19,0
w29ah,16,16,16,16,0
w29aw,16,16,16,16,0
w29eh,17,17,17,17,0
w29ei,16,16,16,16,0
w29er,15,15,15,15,0
w29ih,18,18,18,18,0
w29iy,11,11,11,11,0
w29oa,12,12,12,12,0
w29oo,16,16,16,16,0
w29uh,20,20,20,20,0
w29uw,12,12,12,12,0
w30ae,10,10,10,10,0
w30ah,14,14,14,14,0
w30aw,8,8,8,8,0
w30eh,18,18,18,18,0
w30ei,17,17,17,17,0
w30er,14,14,14,14,0
w30ih,16,16,16,16,0
w30iy,17,17,17,17,0
w30oa,12,12,12,12,0
w30oo,14,14,14,14,0
w30uh,9,9,9,9,0
w30uw,18,18,18,18,0
w31ae,15,15,15,15,0
w31ah,16,16,16,16,0
w31aw,13,13,13,13,0
w31eh,17,17,17,17,0
w31ei,10,10,10,10,0
w31er,3,3,3,3,0
w31ih,11,11,11,11,0
w31iy,17,17,17,17,0
w31oa,10,10,10,10,0
w31oo,16,16,16,16,0
w31uh,8,8,8,8,0
w31uw,7,7,7,7,0
w32ae,10,10,10,10,0
w32ah,13,13,13,13,0
w32aw,14,14,14,14,0
w32eh,19,19,19,19,0
w32ei,15,15,15,15,0
w32er,6,6,6,6,0
w32ih,12,12,12,12,0
w32iy,9,9,9,9,0
w32oa,6,6,6,6,0
w32oo,10,10,10,10,0
w32uh,13,13,13,13,0
w32uw,8,8,8,8,0
w33ae,15,15,15,15,0
w33ah,16,16,16,16,0
w33aw,12,12,12,12,0
w33eh,16,16,16,16,0
w33ei,16,16,16,16,0
w33er,12,12,12,12,0
w33ih,16,16,16,16,0
w33iy,10,10,10,10,0
w33oa,15,15,15,15,0
w33oo,12,12,12,12,0
w33uh,12,12,12,12,0
w33uw,12,12,12,12,0
w34ae,16,16,16,16,0
w34ah,14,14,14,14,0
w34aw,11,11,11,11,0
w34eh,11,11,11,11,0
w34ei,16,16,16,16,0
w34er,8,8,8,8,0
w34ih,16,16,16,16,0
w34iy,16,16,16,16,0
w34oa,9,9,9,9,0
w34oo,12,12,12,12,0
w34uh,12,12,12,12,0
w34uw,12,12,12,12,0
w35ae,18,18,18,18,0
w35ah,19,19,19,19,0
w35aw,14,14,14,14,0
w35eh,18,18,18,18,0
w35ei,16,16,16,16,0
w35er,7,7,7,7,0
w35ih,12,12,12,12,0
w35iy,17,17,17,17,0
w35oa,9,9,9,9,0
w35oo,15,15,15,15,0
w35uh,12,12,12,12,0
w35uw,8,8,8,8,0
w36ae,17,17,17,17,0
w36ah,14,14,14,14,0
w36aw,13,13,13,13,0
w36eh,14,14,14,14,0
w36ei,12,12,12,12,0
w36er,13,13,13,13,0
w36ih,12,12,12,12,0
w36iy,10,10,10,10,0
w36oa,10,10,10,10,0
w36oo,12,12,12,12,0
w36uh,12,12,12,12,0
w36uw,4,4,4,4,0
w37ae,19,19,19,19,0
w37ah,17,17,17,17,0
w37aw,8,8,8,8,0
w37eh,12,12,12,12,0
w37ei,12,12,12,12,0
w37er,8,8,8,8,0
w37ih,8,8,8,8,0
w37iy,10,10,10,10,0
w37oa,6,6,6,6,0
w37oo,8,8,8,8,0
w37uh,8,8,8,8,0
w37uw,5,5,5,5,0
w38ae,14,14,14,14,0
w38ah,16,16,16,16,0
w38aw,8,8,8,8,0
w38eh,8,8,8,8,0
w38ei,12,12,12,12,0
w38er,8,8,8,8,0
w38ih,16,16,16,16,0
w38iy,9,9,9,9,0
w38oa,8,8,8,8,0
w38oo,12,12,12,12,0
w38uh,9,9,9,9,0
w38uw,8,8,8,8,0
w39ae,18,18,18,18,0
w39ah,12,12,12,12,0
w39aw,9,9,9,9,0
w39eh,16,16,16,16,0
w39ei,16,16,16,16,0
w39er,8,8,8,8,0
w39ih,16,16,16,16,0
w39iy,8,8,8,8,0
w39oa,4,4,4,4,0
w39oo,12,12,12,12,0
w39uh,7,7,7,7,0
w39uw,12,12,12,12,0
w40ae,10,10,10,10,0
w40ah,16,16,16,16,0
w40aw,13,13,13,13,0
w40eh,10,10,10,10,0
w40ei,9,9,9,9,0
w40er,4,4,4,4,0
w40ih,12,12,12,12,0
w40iy,8,8,8,8,0
w40oa,7,7,7,7,0
w40oo,4,4,4,4,0
w40uh,5,5,5,5,0
w40uw,7,7,7,7,0
w41ae,14,14,14,14,0
w41ah,8,8,8,8,0
w41aw,14,14,14,14,0
w41eh,11,11,11,11,0
w41ei,10,10,10,10,0
w41er,11,11,11,11,0
w41ih,10,10,10,10,0
w41iy,12,12,12,12,0
w41oa,8,8,8,8,0
w41oo,16,16,16,16,0
w41uh,12,12,12,12,0
w41uw,12,12,12,12,0
w42ae,10,10,10,10,0
w42ah,16,16,16,16,0
w42aw,14,14,14,14,0
w42eh,20,20,20,20,0
w42ei,8,8,8,8,0
w42er,3,3,3,3,0
w42ih,12,12,12,12,0
w42iy,17,17,17,17,0
w42oa,8,8,8,8,0
w42oo,13,13,13,13,0
w42uh,12,12,12,12,0
w42uw,8,8,8,8,0
w44ae,15,15,15,15,0
w44ah,9,9,9,9,0
w44aw,11,11,11,11,0
w44eh,13,13,13,13,0
w44ei,12,12,12,12,0
w44er,5,5,5,5,0
w44ih,9,9,9,9,0
w44iy,12,12,12,12,0
w44oa,12,12,12,12,0
w44oo,8,8,8,8,0
w44uh,12,12,12,12,0
w44uw,8,8,8,8,0
w45ae,17,17,17,17,0
w45ah,19,19,19,19,0
w45aw,18,18,18,18,0
w45eh,13,13,13,13,0
w45ei,19,19,19,19,0
w45er,8,8,8,8,0
w45ih,12,12,12,12,0
w45iy,12,12,12,12,0
w45oa,12,12,12,12,0
w45oo,12,12,12,12,0
w45uh,12,12,12,12,0
w45uw,12,12,12,12,0
w46ae,15,15,15,15,0
w46ah,13,13,18,13,0
w46aw,9,9,9,9,0
w46eh,18,18,18,18,0
w46ei,13,13,13,13,0
w46er,4,4,4,4,0
w46ih,10,10,10,10,0
w46iy,13,13,13,13,0
w46oa,6,6,6,6,0
w46oo,8,8,8,8,0
w46uh,8,8,8,8,0
w46uw,6,6,6,6,0
w47ae,20,20,20,20,0
w47ah,15,15,15,15,0
w47aw,8,8,8,8,0
w47eh,12,12,12,12,0
w47ei,12,12,12,12,0
w47er,5,5,5,5,0
w47ih,18,18,18,18,0
w47iy,11,11,11,11,0
w47oa,12,12,12,12,0
w47oo,12,12,12,12,0
w47uh,12,12,12,12,0
w47uw,14,14,14,14,0
w48ae,13,13,13,13,0
w48ah,12,12,12,12,0
w48aw,13,13,13,13,0
w48eh,13,13,13,13,0
w48ei,12,12,12,12,0
w48er,5,5,5,5,0
w48ih,14,14,14,14,0
w48iy,8,8,8,8,0
w48oa,10,10,10,10,0
w48oo,12,12,12,12,0
w48uh,12,12,12,12,0
w48uw,12,12,12,12,0
w49ae,12,12,12,12,0
w49ah,16,16,16,16,0
w49aw,12,12,12,12,0
w49eh,16,16,16,16,0
w49ei,16,16,16,16,0
w49er,8,8,8,8,0
w49ih,12,12,12,12,0
w49iy,10,10,10,10,0
w49oa,7,7,7,7,0
w49oo,12,12,12,12,0
w49uh,8,8,8,8,0
w49uw,12,12,12,12,0
w50ae,19,19,19,19,0
w50ah,18,18,18,18,0
w50aw,5,5,5,5,0
w50eh,18,18,18,18,0
w50ei,19,19,19,19,0
w50er,12,12,12,12,0
w50ih,10,10,10,10,0
w50iy,10,10,10,10,0
w50oa,7,7,7,7,0
w50oo,12,12,12,12,0
w50uh,8,8,8,8,0
w50uw,8,8,8,8,0
